bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,price,age_on_sale,renovated,high_value
4,2.5,1840,15496,2.0,0,0,3,8,1840,0,98059,390000,23,0,0
3,2.75,2080,9600,1.0,0,0,3,7,2080,0,98028,415000,27,0,0
3,2.0,1600,9638,1.0,0,0,5,7,1600,0,98040,785000,63,0,1
3,2.0,2168,4000,1.5,0,0,3,8,2168,0,98105,575000,107,0,0
2,1.0,860,8636,1.0,0,0,3,6,860,0,98146,170000,91,0,0
4,1.75,2100,3400,1.0,0,0,5,7,1100,1000,98119,750000,99,0,1
3,1.0,1140,9639,1.0,0,0,4,7,1140,0,98001,230000,48,0,0
4,3.0,3090,35074,2.0,0,0,3,9,3090,0,98005,855000,37,0,1
3,1.0,1330,45738,2.0,0,0,2,6,1330,0,98058,235000,47,0,0
2,1.0,1360,69260,1.0,0,0,4,5,1360,0,98065,335000,77,0,0
5,3.0,3420,18129,2.0,0,0,3,9,2540,880,98040,1200000,62,1,1
4,2.0,2180,6000,1.5,0,0,3,8,2060,120,98144,677000,88,0,1
3,2.0,1800,5000,2.0,0,0,5,7,1600,200,98136,575000,89,0,0
2,1.0,1120,4590,1.0,0,0,3,7,1120,0,98118,450000,91,0,0
3,2.5,2980,7202,2.0,0,0,3,8,2980,0,98033,817250,16,0,1
4,2.25,2600,28600,1.0,0,0,3,8,1810,790,98072,440000,46,0,0
2,2.0,1550,2400,1.5,0,0,4,7,1550,0,98103,526000,114,0,0
3,2.25,3330,15258,2.0,0,0,3,10,3330,0,98077,762500,28,0,1
4,2.5,2200,7719,2.0,0,0,3,8,2200,0,98030,325000,15,0,0
4,3.5,3840,85728,2.0,0,0,3,11,3840,0,98014,840000,16,0,1
2,1.0,840,4500,1.0,0,0,3,6,840,0,98136,377500,76,0,0
3,1.5,1270,7128,1.0,0,0,4,6,1270,0,98198,212500,60,0,0
4,2.5,3240,20301,2.0,0,0,3,10,3240,0,98052,749400,29,0,1
3,2.5,2480,37843,1.5,1,3,4,8,2480,0,98070,663000,40,0,1
3,2.25,4470,22518,2.0,0,2,3,9,3240,1230,98006,1480000,61,1,1
3,1.0,1780,7800,1.0,0,0,3,7,1060,720,98178,261000,57,0,0
4,2.5,1850,9248,2.0,0,0,3,8,1850,0,98028,515000,18,0,0
3,2.25,2200,16921,2.0,0,0,3,8,2200,0,98038,410000,27,0,0
3,2.25,2760,10160,1.0,0,0,3,8,2760,0,98058,336000,45,0,0
2,1.0,1090,4128,1.0,0,0,3,7,1090,0,98115,440000,67,0,0
4,2.75,3090,6200,2.0,0,0,3,9,3090,0,98006,908950,1,0,1
2,1.0,820,3700,1.0,0,0,5,7,820,0,98040,554000,46,0,0
3,2.25,1445,1606,2.0,0,0,3,7,1300,145,98027,387000,11,0,0
4,2.25,1810,9240,2.0,0,0,3,7,1810,0,98055,268643,54,0,0
3,1.75,1620,5000,1.0,0,0,3,7,920,700,98117,514000,60,0,0
2,1.75,1060,4182,2.0,0,0,3,7,1060,0,98115,420000,37,0,0
3,1.75,1050,9871,1.0,0,0,5,7,1050,0,98042,199000,46,0,0
3,1.0,1010,15701,1.0,0,0,4,7,1010,0,98188,225000,66,0,0
4,2.5,2050,8424,2.0,0,0,4,8,2050,0,98022,320000,21,0,0
2,1.0,970,8185,1.0,0,0,5,6,970,0,98031,204995,110,0,0
3,2.0,1540,1827,2.0,0,0,3,8,1540,0,98029,376000,9,0,0
4,2.75,3000,6222,2.0,0,0,3,9,3000,0,98029,705000,10,0,1
4,2.5,3190,7869,2.0,0,2,3,9,3190,0,98065,725995,13,0,1
4,2.5,1870,8190,1.0,0,0,3,7,1100,770,98058,285000,38,0,0
4,2.5,2200,9397,2.0,0,0,3,8,2200,0,98001,285000,27,0,0
4,2.5,3070,5936,2.0,0,0,3,9,3070,0,98075,731000,9,0,1
4,3.75,3730,17000,2.0,0,3,4,10,2820,910,98040,1560000,29,0,1
4,2.5,2440,10423,1.0,0,0,3,7,2440,0,98034,510000,59,1,0
2,1.0,990,4332,1.0,0,0,3,7,990,0,98103,620000,105,0,0
3,4.0,4160,31796,2.0,0,0,3,11,4160,0,98053,1110000,26,0,1
4,3.5,3670,4960,2.0,0,0,3,9,2870,800,98177,796000,9,0,1
3,1.5,910,25500,1.0,0,0,3,5,910,0,98188,255000,71,0,0
3,2.5,1940,4000,2.0,0,0,4,9,1940,0,98199,807000,15,0,1
4,2.5,1780,6000,2.0,0,0,3,9,1780,0,98038,315000,14,0,0
3,2.25,2200,7355,2.0,0,0,4,8,2200,0,98052,637000,29,0,0
4,4.25,6410,43838,2.5,0,2,4,12,5610,800,98144,2730000,108,0,1
3,2.0,2070,10023,1.0,0,0,3,8,1220,850,98074,490000,33,0,0
3,1.75,2040,7281,1.0,0,0,3,7,1020,1020,98188,253000,52,0,0
4,2.5,2320,6270,2.0,0,0,3,8,2320,0,98042,325900,10,0,0
2,2.0,1440,6677,1.0,0,0,3,7,870,570,98118,425000,62,0,0
4,2.5,1700,6675,2.0,0,0,3,7,1700,0,98038,215000,17,0,0
4,2.5,1700,6675,2.0,0,0,3,7,1700,0,98038,315000,18,0,0
3,2.0,2050,3933,1.0,0,0,3,8,1180,870,98112,724800,88,1,1
2,1.0,800,6500,1.0,0,0,4,6,800,0,98133,295000,61,0,0
3,1.75,1800,7620,1.0,0,0,3,8,1350,450,98177,509007,64,0,0
5,2.0,1460,169448,1.5,0,0,3,6,1460,0,98030,306000,105,0,0
3,1.75,1290,7210,1.0,0,0,3,7,1290,0,98023,205000,30,0,0
3,1.5,1900,9737,1.0,0,0,4,7,1200,700,98031,275000,46,0,0
3,1.75,1480,7000,1.0,0,2,3,8,1480,0,98122,685000,51,0,1
4,2.5,2090,12833,1.0,0,0,3,7,1220,870,98034,465000,46,0,0
4,2.25,1950,9800,1.0,0,0,3,8,1330,620,98033,560000,46,0,0
3,1.75,1250,9605,1.0,0,0,3,7,1250,0,98008,458500,51,0,0
3,1.0,990,7590,1.0,0,0,3,6,990,0,98008,354000,56,0,0
3,2.5,2740,7923,2.0,0,0,3,9,2740,0,98058,441000,17,0,0
3,1.75,1260,10488,1.0,0,0,2,7,1110,150,98106,194000,62,0,0
4,2.5,2150,6807,2.0,0,0,4,8,2150,0,98031,316500,23,0,0
3,1.75,1750,3250,1.5,0,0,4,7,1230,520,98117,524950,85,0,0
3,2.25,2880,6092,2.0,0,4,4,8,1920,960,98116,1050000,32,0,1
4,2.25,2590,13894,2.0,0,0,4,9,2590,0,98005,925000,40,0,1
3,1.75,2430,4524,1.5,0,0,4,7,1830,600,98103,780000,90,0,1
2,2.0,1470,3128,2.0,0,0,3,6,1470,0,98038,241000,9,0,0
3,2.75,2020,10744,1.0,0,0,5,7,1270,750,98166,519000,60,0,0
2,1.0,610,4000,1.0,0,0,4,6,610,0,98136,286000,96,0,0
3,2.0,3000,17800,1.0,0,0,3,8,1500,1500,98125,400000,52,0,0
2,1.0,920,43560,1.0,0,0,4,5,920,0,98024,255000,91,0,0
3,1.75,1070,7754,1.0,0,0,3,6,1070,0,98146,152000,62,0,0
4,2.0,3410,15143,2.0,0,0,4,8,3410,0,98052,599000,42,1,0
4,2.5,1820,3905,2.0,0,0,3,7,1820,0,98019,330000,13,0,0
2,1.0,1060,7193,1.0,0,0,3,7,1060,0,98133,461000,88,0,0
5,2.5,3070,34991,2.0,0,0,3,9,3070,0,98059,620000,20,0,0
4,2.5,2300,219106,1.0,0,0,4,7,1840,460,98038,352500,56,0,0
3,2.0,1610,6911,1.0,0,0,3,7,1260,350,98034,435000,26,0,0
5,2.75,2830,5310,2.0,0,0,3,9,2830,0,98052,725000,8,0,1
3,1.0,970,12300,1.0,0,0,3,7,970,0,98028,300000,32,0,0
3,2.5,1680,8284,2.0,0,0,3,7,1680,0,98038,252000,25,0,0
4,2.75,2040,8996,1.0,0,0,4,8,1260,780,98033,464625,40,0,0
3,1.0,1450,9586,2.0,0,0,3,7,1450,0,98155,340000,64,0,0
4,2.25,2870,6280,1.5,0,0,4,9,1980,890,98112,1330000,109,0,1
5,2.0,1870,13970,1.0,0,0,4,7,1120,750,98027,455000,46,0,0
4,3.5,2490,18042,2.0,0,0,3,8,2490,0,98070,495000,12,0,0
4,2.5,3350,4501,2.0,0,0,3,9,2640,710,98117,925000,13,0,1
4,2.75,3190,8737,2.0,0,0,3,9,3190,0,98065,587000,8,0,0
3,1.75,1560,5520,1.0,0,0,4,6,780,780,98199,524000,70,0,0
4,2.5,2750,4800,2.0,0,0,3,9,1960,790,98103,1030000,109,1,1
2,1.0,920,2332,1.0,0,0,4,8,920,0,98198,176000,34,0,0
2,1.0,1140,5500,1.0,0,0,3,6,1140,0,98106,249900,67,0,0
3,2.5,2520,53143,1.5,0,0,3,7,2520,0,98019,499500,26,0,0
5,3.5,3150,10542,1.0,0,0,5,9,1620,1530,98011,600000,40,0,0
4,2.5,2040,7800,2.0,0,0,3,7,2040,0,98168,294000,11,0,0
4,2.0,1780,19843,1.0,0,0,3,7,1780,0,98058,272000,52,0,0
3,2.5,2240,10800,2.0,0,0,3,8,2240,0,98028,390000,18,0,0
4,2.5,3270,9650,1.0,0,3,4,9,2320,950,98166,700000,44,0,1
5,2.75,3110,6621,2.0,0,0,3,9,3110,0,98065,635000,9,0,0
4,1.5,1850,3600,2.0,0,0,3,8,1660,190,98112,920000,86,0,1
3,1.75,1570,8530,1.0,0,0,4,7,1190,380,98033,500000,31,0,0
2,1.0,750,4515,1.0,0,0,3,6,750,0,98106,263500,72,0,0
4,2.25,2240,9990,2.0,0,0,4,10,2240,0,98040,975000,48,0,1
3,2.5,1870,3485,2.0,0,0,3,8,1870,0,98029,575000,13,0,0
4,2.5,2683,40386,2.0,0,0,4,9,2683,0,98052,822000,27,0,1
3,1.0,1490,7200,1.0,0,0,3,7,1490,0,98125,300000,61,0,0
4,2.5,2340,12080,2.0,0,0,3,8,2340,0,98019,487600,16,0,0
4,2.0,1700,8640,1.0,0,0,3,7,850,850,98006,500000,59,1,0
2,2.0,1450,989,3.0,0,0,3,9,1450,0,98109,680000,0,0,1
3,2.5,3310,21096,2.0,0,2,3,9,3310,0,98023,419000,10,0,0
4,1.75,1520,5250,1.0,0,0,3,6,1520,0,98199,450000,65,0,0
5,1.75,1260,4500,1.5,0,0,3,7,1260,0,98119,650000,88,0,1
3,1.75,1840,8086,1.0,0,0,4,8,1840,0,98052,550000,50,0,0
4,2.0,1750,5202,1.0,0,1,4,6,1070,680,98108,330000,72,0,0
4,1.0,1450,32234,1.5,0,0,4,6,1450,0,98030,282510,83,0,0
4,4.0,6330,13296,2.0,0,2,3,13,4900,1430,98033,2390000,14,0,1
2,2.0,1260,10200,1.0,0,0,3,7,1020,240,98003,230000,31,0,0
4,1.75,2100,6613,2.0,0,0,3,8,2100,0,98116,750000,105,1,1
4,2.5,2430,5366,2.0,0,0,3,8,2430,0,98092,321000,12,0,0
4,3.25,4250,18000,2.0,0,3,5,10,3350,900,98040,2200000,34,0,1
4,2.0,1830,10416,1.0,0,0,3,7,1370,460,98146,245000,57,0,0
2,1.0,1310,4000,1.0,0,0,3,6,1310,0,98103,510000,101,0,0
4,3.25,3090,9571,2.0,0,0,3,9,2370,720,98052,751000,10,0,1
4,2.5,2560,36601,2.0,0,0,4,9,2560,0,98075,675000,27,0,1
3,1.75,1930,13350,1.0,0,0,3,8,1930,0,98023,295000,48,0,0
2,1.0,1460,6000,1.0,0,0,2,7,1260,200,98115,312000,89,0,0
3,3.0,3460,13129,2.0,0,0,3,9,2560,900,98077,730000,26,0,1
5,3.5,3290,5880,2.0,0,0,3,9,2670,620,98052,762500,10,0,1
3,1.0,820,7680,1.5,0,0,3,6,820,0,98106,150000,104,0,0
3,1.0,1480,7374,1.0,0,0,3,6,760,720,98133,270000,61,0,0
4,2.0,1420,9301,1.0,0,0,4,7,1420,0,98008,400000,52,0,0
3,2.5,2790,6720,2.0,0,0,3,8,2790,0,98075,650000,12,0,1
2,1.5,1390,5000,1.0,0,0,4,8,970,420,98116,530000,60,0,0
3,1.0,950,9400,1.0,0,0,4,7,950,0,98006,248000,60,0,0
4,3.5,3000,5300,1.0,0,0,5,7,1780,1220,98115,760000,66,0,1
4,1.0,1280,10521,1.5,0,0,3,7,1280,0,98198,199000,55,0,0
2,1.0,870,8400,1.0,0,0,3,7,870,0,98188,240000,54,0,0
3,1.5,1360,1795,2.0,0,0,3,7,1360,0,98199,415000,70,0,0
3,1.0,1000,16376,1.0,0,0,3,7,1000,0,98059,228000,55,0,0
4,2.5,2740,12106,1.0,0,0,3,8,1980,760,98133,525000,23,0,0
3,1.75,1560,5223,1.0,0,0,4,7,810,750,98125,399950,74,0,0
4,2.5,2590,8571,2.0,0,0,3,9,2590,0,98052,781000,27,0,1
3,2.5,1850,1330,2.5,0,0,3,9,1560,290,98115,827000,11,0,1
5,2.25,2500,8621,1.5,0,0,4,7,2500,0,98034,525000,46,0,0
4,2.5,3280,5232,2.0,0,0,3,7,3280,0,98053,671300,11,0,1
2,1.0,670,2378,1.0,0,0,3,5,670,0,98126,175000,95,0,0
5,2.75,2890,22547,1.0,0,0,4,10,2150,740,98040,1100000,52,0,1
5,2.5,3000,10560,1.0,0,0,3,8,1500,1500,98004,800000,49,0,1
4,2.5,1920,4600,2.0,0,0,3,7,1920,0,98038,329950,12,0,0
4,3.25,1960,7200,2.0,0,0,3,7,1960,0,98034,445000,35,0,0
3,1.75,2000,12208,1.0,0,0,3,7,1140,860,98032,237000,35,0,0
6,4.0,3600,6224,2.0,0,0,3,9,2610,990,98199,1110000,69,1,1
4,2.5,2740,5700,2.0,0,0,3,9,2740,0,98038,438900,8,0,0
9,4.5,3650,5000,2.0,0,0,3,8,2530,1120,98105,1280000,99,1,1
4,2.5,2310,3866,2.0,0,0,3,8,2310,0,98029,600000,9,0,0
4,2.5,2095,4569,2.0,0,0,3,9,2095,0,98052,670000,13,0,1
2,2.0,1560,4823,1.0,0,0,3,8,1560,0,98053,519000,11,0,0
3,2.25,1880,7350,1.0,0,0,3,8,1390,490,98058,320000,31,0,0
2,1.5,840,867,2.0,0,0,3,7,840,0,98115,270000,9,0,0
3,2.5,2730,5832,2.0,0,0,3,9,2730,0,98005,1000000,16,0,1
1,1.0,860,4800,1.0,0,0,3,6,860,0,98122,330000,107,0,0
3,2.0,2320,10960,1.0,0,0,3,7,1510,810,98005,657500,58,0,1
3,1.75,1540,61419,1.0,0,0,3,7,1540,0,98028,450000,47,0,0
3,1.0,890,6488,1.5,0,0,3,5,890,0,98014,150000,87,0,0
4,2.5,4290,175421,2.0,0,0,3,10,4290,0,98010,792500,10,0,1
3,2.5,1950,13227,2.0,0,0,4,9,1950,0,98034,540000,37,0,0
3,1.0,1010,8848,1.0,0,0,4,7,1010,0,98003,229900,46,0,0
4,2.5,2830,6536,2.0,0,0,3,8,2830,0,98038,533000,12,0,0
4,1.75,1500,12560,1.0,0,0,4,7,1000,500,98002,239000,37,0,0
3,2.5,3370,167706,1.0,0,0,3,10,3370,0,98038,713900,15,0,1
4,2.5,3160,8726,2.0,0,0,3,9,3160,0,98092,427500,15,0,0
3,1.0,1110,7000,1.5,0,0,4,7,1110,0,98133,302000,59,0,0
3,2.5,3830,48743,2.0,0,0,3,11,3830,0,98006,1150000,23,0,1
3,2.5,3160,4270,2.0,0,0,3,8,2650,510,98011,555000,8,0,0
3,2.25,2100,3000,2.0,0,0,3,7,2100,0,98144,495000,18,0,0
3,1.5,2240,13288,1.0,0,0,3,7,2240,0,98033,495000,61,0,0
2,0.75,1060,48292,1.0,1,2,5,6,560,500,98070,340000,67,0,0
4,2.25,2350,36116,1.0,0,0,4,9,2350,0,98042,464950,32,0,0
4,2.5,1940,7040,2.0,0,0,3,8,1940,0,98092,320000,17,0,0
1,1.0,1160,64469,1.0,0,0,3,7,1160,0,98072,440000,6,0,0
3,1.5,1840,9990,2.0,0,0,5,8,1840,0,98177,686000,53,0,1
4,1.75,2260,11000,1.0,0,0,3,8,1620,640,98008,555000,38,0,0
2,1.0,840,3860,1.0,0,0,4,6,840,0,98117,361500,105,0,0
5,3.0,2830,7500,2.0,0,0,3,9,2460,370,98105,1240000,91,0,1
4,1.0,1600,10183,1.0,0,0,4,6,1600,0,98002,154950,48,0,0
3,1.75,1370,8719,1.0,0,0,3,7,1370,0,98042,247200,32,0,0
3,2.25,1960,7414,1.0,0,0,3,7,1490,470,98023,250000,30,0,0
3,1.5,1470,7200,2.0,0,0,4,7,1470,0,98118,590300,107,0,0
5,2.75,2740,8426,1.0,0,0,4,8,1370,1370,98006,541125,54,0,0
2,2.5,1090,923,2.0,0,0,3,7,1090,0,98027,310000,11,0,0
4,2.75,2460,9520,1.0,0,1,3,8,1680,780,98034,704111,39,0,1
3,2.25,1820,19602,1.0,0,0,4,7,1820,0,98001,277500,50,0,0
4,2.75,1960,8937,1.0,0,0,5,7,980,980,98188,325000,61,0,0
3,2.25,1760,7023,2.0,0,0,3,7,1760,0,98019,289200,19,0,0
1,1.0,720,5000,1.0,0,0,4,6,720,0,98118,185000,106,0,0
4,3.5,3470,8580,2.0,0,0,3,11,2500,970,98199,1450000,8,0,1
4,2.0,1370,8100,1.0,0,0,2,7,1370,0,98155,420550,68,0,0
4,2.25,2370,11310,1.0,0,0,3,8,1550,820,98155,603000,47,0,0
3,1.0,1390,2640,1.5,0,0,3,7,1230,160,98122,345000,111,0,0
3,2.0,1840,3075,1.0,0,0,5,7,920,920,98103,650000,87,0,1
5,3.0,2790,19439,1.0,0,3,5,7,1500,1290,98058,589950,41,0,0
2,2.25,1460,1607,2.0,0,0,3,8,1460,0,98106,309950,7,0,0
3,2.5,2620,241200,1.5,0,0,4,9,2620,0,98027,775000,16,0,1
4,1.5,2230,5109,1.5,0,0,3,7,1330,900,98115,590000,96,0,0
4,3.0,3250,2760,2.5,0,0,3,8,2420,830,98122,863500,110,1,1
3,1.0,1190,7000,1.0,0,0,3,7,1190,0,98199,517500,71,0,0
3,3.0,2090,7440,1.5,0,0,5,7,1290,800,98103,700000,92,0,1
3,2.5,2580,8154,1.0,0,0,3,10,2090,490,98177,699000,58,1,1
3,2.5,2100,3574,2.0,0,0,3,7,1690,410,98019,350000,9,0,0
4,2.5,3160,16564,2.0,0,0,3,10,3160,0,98074,795000,27,0,1
3,2.5,2090,7640,1.0,0,0,3,7,1360,730,98133,543000,52,1,0
3,2.5,1570,3143,2.0,0,0,3,7,1570,0,98019,325000,14,0,0
3,1.0,1020,6000,1.5,0,0,3,7,1020,0,98108,337500,115,0,0
2,1.0,1300,11080,1.0,0,0,4,7,1300,0,98034,425000,60,0,0
3,2.5,2110,9773,1.0,0,0,3,9,2110,0,98006,780000,29,0,1
2,1.0,1210,17389,1.0,0,0,4,5,1210,0,98059,259000,66,0,0
4,1.75,1990,12950,1.0,0,0,4,8,1850,140,98006,524400,46,0,0
3,2.0,1630,8018,1.0,0,0,3,7,1630,0,98001,260000,11,0,0
2,2.0,1384,1822,2.0,0,0,3,7,1384,0,98028,273000,25,0,0
4,2.5,3380,75794,2.0,0,0,3,10,3380,0,98001,639900,18,0,0
4,2.5,2480,8626,2.0,0,0,3,10,2480,0,98001,420000,13,0,0
3,1.0,1270,8000,1.0,0,0,4,7,1270,0,98007,510500,57,0,0
4,1.0,1010,7200,1.5,0,0,3,6,1010,0,98155,290000,68,0,0
3,1.75,1490,6269,1.0,0,0,4,6,990,500,98056,226000,71,0,0
2,1.0,820,3844,1.0,0,0,4,6,820,0,98133,300000,98,0,0
3,2.0,1810,10860,1.0,0,0,3,7,1810,0,98053,407450,47,0,0
4,2.25,3060,7920,1.0,0,0,3,7,1530,1530,98178,390000,50,0,0
6,2.75,2980,20000,1.0,0,4,3,8,2130,850,98177,1060000,50,0,1
3,2.5,3440,18167,2.0,0,0,3,11,3440,0,98023,610000,23,0,0
3,2.5,1820,7242,1.0,0,0,3,7,1220,600,98188,239975,56,0,0
3,2.5,2320,5760,1.0,0,0,3,7,1480,840,98178,375000,27,0,0
4,2.5,2620,4400,2.0,0,0,3,9,2620,0,98029,742500,11,0,1
4,1.75,2190,11625,1.0,0,0,4,8,2020,170,98146,450000,59,0,0
3,2.25,1780,10395,1.0,0,0,3,8,1780,0,98058,300000,47,0,0
3,1.75,2200,7700,1.0,0,0,3,7,1240,960,98031,216600,40,0,0
3,1.75,1600,6120,1.5,0,0,3,7,1600,0,98115,525000,90,0,0
4,2.25,2450,21000,1.0,0,2,4,8,1650,800,98166,455000,60,0,0
4,2.25,2680,35218,2.0,0,0,3,8,2680,0,98027,390000,28,0,0
3,1.75,1850,8667,1.0,0,0,4,7,880,970,98033,450000,32,0,0
4,1.0,1740,4400,1.5,0,0,3,7,1740,0,98122,382000,90,0,0
3,2.25,1490,9600,1.0,0,0,4,7,1170,320,98019,287000,27,0,0
4,2.0,1960,190357,1.0,0,3,2,8,1960,0,98027,460000,44,0,0
3,2.25,1380,3015,2.0,0,0,3,7,1380,0,98052,435000,5,0,0
2,1.0,1510,4032,1.5,0,0,3,8,1310,200,98199,575000,79,0,0
3,1.5,1410,3600,1.0,0,0,3,7,1410,0,98109,626700,109,0,0
4,1.5,1440,8680,1.5,0,0,3,7,1440,0,98178,352000,93,0,0
3,1.0,920,6750,1.0,0,0,4,7,920,0,98004,650000,64,0,1
3,1.0,1090,17630,1.0,0,0,4,7,1090,0,98002,197000,52,0,0
8,2.75,2790,6695,1.0,0,0,3,7,1470,1320,98133,340000,37,0,0
3,2.0,1840,14985,1.0,0,0,3,7,1840,0,98033,560000,46,0,0
3,1.75,1340,6300,1.0,0,0,3,7,1340,0,98034,354000,43,0,0
4,2.5,2570,9086,2.0,0,0,3,9,2570,0,98074,670000,15,0,1
4,3.5,3010,6202,2.0,0,0,3,9,3010,0,98029,769000,10,0,1
4,2.5,2160,3139,1.0,0,0,3,7,1080,1080,98103,650000,74,0,1
3,1.75,2140,9484,1.0,0,0,3,7,1290,850,98004,650000,61,0,1
4,1.75,2090,7416,1.0,0,0,4,7,1050,1040,98031,289950,44,0,0
3,1.75,1810,21138,1.0,0,0,4,7,1240,570,98058,300000,37,0,0
4,1.75,1760,5750,1.0,0,2,5,7,1070,690,98126,471000,52,0,0
4,2.5,2500,8540,2.0,0,0,3,9,2500,0,98029,639000,24,0,0
2,1.0,930,6900,1.0,0,2,3,7,930,0,98178,287000,62,0,0
4,2.5,3030,8335,2.0,0,0,3,10,3030,0,98075,740000,23,0,1
3,2.0,1460,3000,1.0,0,0,4,7,940,520,98117,499922,25,0,0
4,2.5,2940,14071,2.0,0,0,3,9,2940,0,98029,675000,28,0,1
5,2.75,3360,9200,2.0,0,0,3,9,3360,0,98011,738515,0,0,1
3,1.75,2110,4800,1.0,0,0,3,8,1210,900,98108,445000,58,0,0
4,2.25,2740,11343,1.0,0,2,5,10,1980,760,98125,1040000,62,0,1
2,1.0,1070,2196,1.0,0,0,4,7,880,190,98144,346000,97,0,0
3,2.0,1680,4886,2.0,0,0,3,7,1180,500,98118,450000,75,0,0
4,2.5,2260,13755,1.0,0,0,4,9,2260,0,98042,350000,39,0,0
4,3.5,5860,7200,2.0,0,0,5,10,3690,2170,98112,2400000,107,0,1
4,2.25,2380,35008,1.0,0,0,3,8,2380,0,98075,594950,37,0,0
5,3.0,3320,5354,2.0,0,0,3,9,3320,0,98103,1700000,11,0,1
2,1.0,1050,9000,1.5,0,0,4,7,1050,0,98003,219000,30,0,0
4,2.5,2070,3982,2.0,0,0,3,7,2070,0,98065,450000,11,0,0
4,2.25,1790,7311,2.0,0,0,3,7,1790,0,98056,402000,23,0,0
2,1.0,840,4000,1.0,0,0,3,6,840,0,98108,275000,73,0,0
3,1.5,990,4500,1.0,0,0,5,7,990,0,98122,421500,66,0,0
3,3.0,4120,60392,2.0,0,2,3,9,3180,940,98014,560000,20,0,0
3,1.75,1620,9600,1.0,0,0,4,7,1620,0,98059,314000,49,0,0
4,2.0,1340,8190,1.0,0,0,4,7,1340,0,98146,287000,73,0,0
4,1.0,1500,5750,1.5,0,0,3,6,1500,0,98055,277000,90,0,0
2,1.0,1300,6731,1.0,0,0,3,7,1300,0,98116,337500,64,0,0
4,2.75,3100,10245,2.0,0,0,3,10,3100,0,98052,792000,15,0,1
3,2.5,3380,7074,2.0,0,0,3,8,2200,1180,98019,435000,15,0,0
4,2.5,2660,9030,1.0,0,0,4,7,1450,1210,98055,313100,38,0,0
3,2.25,1700,3333,1.5,0,0,3,7,1100,600,98117,575000,90,0,0
4,2.5,1840,7800,1.0,0,2,3,8,1240,600,98177,510000,43,0,0
2,1.0,890,5200,1.0,0,0,4,6,890,0,98126,299950,74,0,0
3,3.0,2800,5800,1.0,0,0,3,9,1580,1220,98199,1030000,62,1,1
4,1.75,2010,8625,1.0,0,0,4,7,1340,670,98133,364000,57,0,0
3,1.0,1380,7470,1.0,0,0,5,7,1380,0,98133,335000,49,0,0
3,1.0,1210,8000,1.0,0,0,3,6,1210,0,98198,219950,60,0,0
3,2.0,1280,6994,1.0,0,0,3,7,1280,0,98038,215000,24,0,0
4,2.5,4090,215186,2.0,0,0,4,8,3670,420,98092,640000,36,0,0
3,1.0,1580,6300,1.0,0,0,3,7,1180,400,98199,535000,89,0,0
4,2.0,1910,7826,1.0,0,0,4,7,1140,770,98003,253000,41,0,0
2,2.5,1740,2500,2.0,0,2,3,8,1210,530,98112,650000,20,0,1
3,2.25,1130,4445,1.5,0,0,4,8,1130,0,98117,672000,85,0,1
3,1.75,1970,8540,1.0,0,3,4,8,1130,840,98177,606000,64,0,0
3,2.25,1780,9720,1.0,0,0,3,8,1280,500,98059,292000,34,0,0
3,2.0,1670,7757,1.0,0,0,3,8,1670,0,98030,289950,22,0,0
4,1.5,1360,9323,1.0,0,0,4,7,1360,0,98023,257500,46,0,0
3,2.5,1840,6985,1.0,0,0,3,7,1290,550,98133,380000,43,0,0
3,1.75,1255,1113,3.0,0,0,3,8,1255,0,98103,360000,4,0,0
3,1.75,1840,7412,1.0,0,0,4,7,1240,600,98031,269500,38,0,0
4,2.5,2960,6031,2.0,0,0,3,9,2960,0,98038,449000,9,0,0
4,1.5,1430,7232,1.5,0,0,3,7,1430,0,98125,375000,66,0,0
5,4.75,5990,10450,2.0,1,4,3,11,4050,1940,98027,2200000,12,0,1
4,2.5,3480,59242,2.0,0,0,3,11,3480,0,98072,810000,26,0,1
5,3.25,4260,7861,2.0,0,0,3,10,4260,0,98074,994000,9,0,1
5,2.25,1820,10500,1.0,0,0,4,7,1080,740,98031,275000,36,0,0
2,1.0,1290,2482,2.0,0,0,3,7,1290,0,98053,300000,7,0,0
5,2.5,2130,8428,2.0,0,0,3,7,2130,0,98168,380000,2,0,0
3,2.0,1170,10051,1.0,0,0,4,7,1170,0,98198,200000,58,0,0
3,3.5,1730,1349,3.0,0,0,3,9,1350,380,98102,635000,5,0,0
2,1.0,880,5750,1.0,0,0,3,6,880,0,98126,280000,75,0,0
3,2.5,2380,6832,2.0,0,0,3,8,2380,0,98065,574000,12,0,0
4,1.0,1330,9729,1.0,0,0,3,6,1330,0,98004,1050000,63,0,1
3,2.25,1780,191228,2.0,0,2,3,8,1780,0,98045,545000,26,0,0
3,1.5,1220,8400,1.0,0,0,4,7,1220,0,98006,271950,53,0,0
5,1.75,2490,24969,1.0,0,2,4,8,1540,950,98023,630000,55,0,0
2,1.0,1180,10800,1.0,0,0,3,7,1180,0,98011,400000,30,0,0
4,2.5,2310,6200,2.0,0,0,3,8,2310,0,98092,334000,16,0,0
4,2.0,1440,4855,2.0,0,0,4,7,1440,0,98144,332500,42,0,0
2,1.5,1620,1444,2.0,0,0,3,9,1080,540,98144,525000,7,0,0
3,2.5,2620,8403,2.0,0,0,3,8,2620,0,98038,408000,24,0,0
